product_id,product_category_name_english,product_weight,product_dimension_m³,product_mass,avg_delay_in_days
d59adec5f338fc378737245a857f662b,bed_bath_table,0.7000,0.0298,0.04255000,9.5000
2ebf71f199b0f3f3331af7d426ad714c,housewares,0.6000,0.0255,0.04252500,9.0000
c5e93f42eccbe45b7eda897d5a26fb78,luggage_accessories,1.4500,0.0616,0.04248276,-8.0000
d95cb21837d0498ccfa0943b03808f79,electronics,1.1000,0.0467,0.04247727,13.3333
aac7416c2efb28528e5cf18c1f582053,toys,0.8000,0.0339,0.04241250,14.5000
9b1e33523029f6bde0a3fbe99d793cf4,cool_stuff,0.0830,0.0035,0.04240964,13.0000
fdbf9f9491572857107621c9e0c5d59c,housewares,0.3050,0.0129,0.04236066,1.0000
bff2010b28e8fbcff5a9db9d3fea5ac4,garden_tools,0.8500,0.0360,0.04235294,0.0000
8e7a3ee016b12c87b5e3e7e717620758,industry_commerce_and_business,0.8500,0.0360,0.04235294,9.6364
3a97c39e9f9403887cba9e4fe7bd789f,industry_commerce_and_business,0.8500,0.0360,0.04235294,9.2000
1065dbb6b0bf03daaedab1236979e296,stationery,1.4000,0.0593,0.04234286,24.0000
e0155093e5732c2307de4c66394a72a3,computers_accessories,0.0700,0.0030,0.04234286,-32.0000
b044bbed524dc39f8465f2d1b5b620f8,sports_leisure,0.3750,0.0159,0.04232000,13.6667
8dda896c24bf8d01cb943bddbf772b65,sports_leisure,0.6000,0.0254,0.04232000,NULL
58f579bb52bea63fe1c6c39c2d4272d8,housewares,0.1500,0.0063,0.04224000,36.0000
25a048d00b596eeac27424b4e897f07e,music,0.1000,0.0042,0.04224000,0.0000
19fee5d5b066841b45bc3e97832fa654,christmas_supplies,0.2000,0.0084,0.04224000,10.0000
b26309a170c13aac40126a8ef3400e07,furniture_decor,0.1500,0.0063,0.04224000,24.0000
a23331d31bc426296b09f6a373f6aab5,computers_accessories,0.0500,0.0021,0.04224000,14.6667
c816e7f68945b875d70f82b82f7b0495,bed_bath_table,0.9000,0.0380,0.04222222,13.0000
937ac3a2f4aec64b560e6423fb50aee9,small_appliances,0.2750,0.0116,0.04215273,13.8000
52ae46963f0cd4c1497fe26a0f50fa6f,auto,0.5500,0.0232,0.04212000,20.0000
9a20e324f5e442222a85d335f77b39c3,auto,0.5500,0.0232,0.04212000,10.5000
6841fe26a65cdc7dad114a453ce638b3,pet_shop,0.1500,0.0063,0.04212000,23.0000
44a6af14e39124bee07dc2eb2df39a54,pet_shop,0.1500,0.0063,0.04212000,26.0000
0f9a07df17934769a978a9b2917ba8a3,auto,0.5500,0.0232,0.04212000,0.5000
81db76f3ab0fae3c8cbd73d201fde481,sports_leisure,1.8750,0.0789,0.04209920,19.0000
55d8539374199d777e55eb6d3306badc,furniture_decor,1.7800,0.0748,0.04202247,2.0000
5862da8a8a08881304fe2dc5d8671200,garden_tools,1.0000,0.0420,0.04200000,0.0000
8aebd177020fc8a6fa6a321ac4c44de7,home_confort,0.6000,0.0252,0.04200000,18.0000
8e2a1894cc1ec6fac43ab56efaef0411,sports_leisure,0.2500,0.0105,0.04200000,24.0000
696b2df83e0459ec8c60dfe72a77cf66,bed_bath_table,0.2500,0.0105,0.04200000,12.0000
9da581af1760052f6c62b922a1793337,toys,0.5000,0.0210,0.04200000,15.0000
b943428b30217b1cc766b75de5c4f691,baby,0.2000,0.0084,0.04200000,19.0000
fc9f8ce7c9be6295161b8c8fccb26b6b,baby,0.5000,0.0210,0.04200000,8.0000
ffade53cc6541c89321fff351e04751a,toys,1.0500,0.0441,0.04200000,11.5000
d06fb43b1cd92ac61a438742cf40a1ed,sports_leisure,0.4500,0.0189,0.04188889,16.0000
a5db7a80a8d9c9d49050360fceb6ffd4,stationery,0.3000,0.0125,0.04181333,13.5000
c8c6606a94a40c89625b72cf7079aa1d,toys,0.3500,0.0146,0.04180000,13.6667
6b24ec6a3ca9082ef2a3242b7d155508,perfumery,0.1000,0.0042,0.04180000,1.0000
0134eb6b933b7ebc0f9e24ae5abefaa0,home_appliances,1.1500,0.0481,0.04180000,22.0000
37aad66f525d46bbf7e3925d4491cd09,toys,0.1240,0.0052,0.04167742,7.0000
3a77cc438baf789ed16b12b553ce504a,pet_shop,0.6000,0.0250,0.04166667,23.0000
4a1ccd2d546bbea7809a0cf98863eb50,luggage_accessories,0.9000,0.0375,0.04166667,21.5000
c866cfc3cef7412031f09f918ed2cd90,sports_leisure,1.2000,0.0500,0.04166667,7.0000
a92f9c409ce92305f2f7e79a8c5e342e,garden_tools,0.6000,0.0250,0.04166667,14.0000
bacbde3cf27796fc624ee5fd465065c4,health_beauty,0.1500,0.0063,0.04166667,9.5000
ef4540657d5c1a50e8d348744f563d05,sports_leisure,1.8000,0.0750,0.04166667,9.0000
f0d1b9adbb40033054296d0ce2581aea,housewares,0.4500,0.0188,0.04166667,3.0000
7e5fd19172dd777a98503a8fbb66fa04,luggage_accessories,0.9000,0.0375,0.04166667,20.5000
3907f392eb7a6ba1d75fb55b28f7a27e,toys,1.0830,0.0451,0.04166205,-4.0000
5c76a53f09257b80bd0ff36472ef6b82,market_place,0.8000,0.0333,0.04162500,9.0000
959ca5782f1faf91ab505cc47fb3c808,furniture_decor,0.8000,0.0333,0.04162500,49.0000
b92c9497350a21aafcfe30f2265068d1,furniture_decor,0.3000,0.0125,0.04160000,15.0000
a58b5955d37aea2de1ff80d5cba4f8ba,furniture_decor,0.5000,0.0208,0.04158000,8.5000
12a8571feabc765bfe057c37217daf75,bed_bath_table,1.9830,0.0824,0.04156228,13.0000
e9f5285945cb79bc9dd00821fff79138,sports_leisure,0.6500,0.0270,0.04153846,16.0000
80077c975922ef05cb85da41e6f10fb1,auto,0.6500,0.0270,0.04153846,15.0000
8f0dd49f703d5aae900050bc55ea913e,furniture_decor,0.6500,0.0270,0.04153846,9.0000
12717f7dc7e2daec2771d44b39f477b3,bed_bath_table,0.6500,0.0269,0.04142769,7.0000
128d1c88b601731fe8ed4044b1ae7a6a,bed_bath_table,0.6500,0.0269,0.04142769,14.0000
fc5db2fc460f284583971cf23f3fc75e,bed_bath_table,0.6500,0.0269,0.04142769,7.0000
7e9b52ab8c9b4c0fa93e431e8c3975e4,home_construction,0.1170,0.0048,0.04141026,15.0000
597730d1cc674def6ae75c213c7da08b,food,0.1400,0.0058,0.04140000,2.0000
d3f4f3de0f4576184674937d1e9cecca,toys,0.4500,0.0186,0.04133333,12.8000
6add38331c35760122f176049d851692,baby,0.2000,0.0083,0.04131000,0.0000
c1a159ff9f24b6ef25cd3f2ae8d3556d,sports_leisure,0.5000,0.0206,0.04129200,15.0000
5742ee1a5d941486111ab986f6611735,housewares,1.8750,0.0774,0.04128000,10.3750
0302c3fcf5e2d9526e243db50d30d5e3,housewares,0.2000,0.0083,0.04125000,15.0000
22544bc3cbb21d6fca8630805448ed93,furniture_decor,0.2000,0.0083,0.04125000,5.0000
d5e448e00fb7c59b31e0f3e43c2de0d7,cool_stuff,0.8500,0.0350,0.04117647,5.6250
726b4e18f00255e2e63491bcba3f60b8,furniture_mattress_and_upholstery,1.7000,0.0700,0.04117647,8.9545
94396cdadbac626041d3349bc6bbc558,bed_bath_table,0.3500,0.0144,0.04114286,5.0000
cb584c49f570fef84e71a4297652bd48,luggage_accessories,0.3750,0.0154,0.04114133,20.0000
42d383bd16effbbd48744a1181adb5ed,home_appliances,0.4250,0.0175,0.04111059,11.0000
4c6aa2718ddd58a52cf181ad9e7ab24a,toys,0.8750,0.0359,0.04104000,16.7500
47dbce97622eb7520b80d26ab613414e,auto,0.1000,0.0041,0.04096000,NULL
4bba2ed7155732bf6f663316059878af,baby,0.1000,0.0041,0.04096000,6.0000
2202fbe16d5626431835d6000350cea3,fashion_bags_accessories,0.1000,0.0041,0.04096000,17.0000
252641aa4855aef622089db60c4ad90a,cool_stuff,0.1000,0.0041,0.04096000,17.7000
3006b8f5b476750a03137c1b2755cea1,computers_accessories,0.1000,0.0041,0.04096000,14.4000
338a394da06eb5deff048f151d13151e,furniture_decor,0.1000,0.0041,0.04096000,-35.0000
3593dd78e1c621dbf0ed8657e8d425f0,baby,0.1000,0.0041,0.04096000,17.0000
173d5a1b6c4ea4f41aafca840646d240,computers_accessories,0.1000,0.0041,0.04096000,19.7778
1949890685a12526806e9463ba1a3964,fashion_bags_accessories,0.1000,0.0041,0.04096000,42.0000
1ce47626d790bdfe279ad4cedc159009,furniture_decor,0.1000,0.0041,0.04096000,1.0000
01cf56cd6138b926a4802d16fc304149,electronics,0.1000,0.0041,0.04096000,13.3333
05f581382fca988fec41f4a3de0e0fda,others,0.1000,0.0041,0.04096000,14.3333
11491792277842adf3f5bac76ae3dbf5,musical_instruments,0.1000,0.0041,0.04096000,31.5000
c83bfa25f218562a2db2cb8abce10e1e,fixed_telephony,0.1000,0.0041,0.04096000,17.0000
e74384c9363e768848854356a37c73f4,consoles_games,0.1000,0.0041,0.04096000,26.3333
eaa0c1e54b091f60f2f685b71d71f59a,costruction_tools_garden,0.1000,0.0041,0.04096000,15.0000
b1b79859f1babe1145fdd1b24eabb217,sports_leisure,0.1000,0.0041,0.04096000,18.0000
ff62353dc0792586fbf5eefd8dc7d4f2,computers_accessories,0.1000,0.0041,0.04096000,0.6667
a24f6d0afc1fcbb52c93dd5be7cc15c8,pet_shop,0.1000,0.0041,0.04096000,11.0000
985917955434700f83de118d8978d560,fashion_bags_accessories,0.1000,0.0041,0.04096000,3.0000
9e24c718d40f018498c6b5db74bf9dc9,computers_accessories,0.0500,0.0020,0.04096000,20.0000
9e2ee57a77fedecd33b6914e9cf61199,health_beauty,0.1000,0.0041,0.04096000,5.5000
753de82a096285dc21658d87c4933771,fashion_bags_accessories,0.1000,0.0041,0.04096000,10.8000
80619103c2b3bc2fe8358f9c3c0bd2c7,perfumery,0.1000,0.0041,0.04096000,33.0000
829874309190054ac199e75205ad6b33,cool_stuff,0.1000,0.0041,0.04096000,14.2000
55917ad8d492641d4910c90cc593d896,auto,0.1000,0.0041,0.04096000,3.6667
57bdf3098169cccdb62221bd3e089cbd,fashion_childrens_clothes,0.1000,0.0041,0.04096000,18.3333
8f2a61109d01cbda2cc6cdea233b1102,sports_leisure,0.1000,0.0041,0.04096000,17.0000
6173741c2ed0c265a1b002af9e7ecf08,telephony,0.1250,0.0051,0.04096000,17.0000
64b4f32393cbf55be791078e7a2adca0,watches_gifts,0.0500,0.0020,0.04096000,24.0000
bc14c71396065a78e05dcdfdfd4cecfb,pet_shop,0.4000,0.0164,0.04095000,15.0000
c235a7c2c9c539eb3e917705b18d690e,sports_leisure,1.1000,0.0450,0.04090909,20.5000
dbdbf03d0f71aa48a4fbe6ac2a5dd2f3,housewares,0.5500,0.0225,0.04090909,11.0000
1c67a5b38f02f622f19229fac2a07c33,auto,1.8880,0.0772,0.04087659,24.0000
d62404ec5fe357da9b6369b3b472f162,sports_leisure,0.7000,0.0286,0.04085714,2.0000
1412c0124f6acb78a0a1023ea5e82c88,perfumery,0.5000,0.0204,0.04084800,28.0000
407bf6c28bfa032a610efe55a12fefb6,perfumery,0.5000,0.0204,0.04084800,11.0000
ad2184066b4e4686938c277100198f56,stationery,0.6000,0.0245,0.04083333,26.0000
f6bd09259655a78e706a0caa947299db,furniture_decor,0.3000,0.0123,0.04083333,19.0000
b6ea15ce7ec34fdebd80ef71de3a24bf,telephony,0.2100,0.0086,0.04080000,9.3333
ba461381a6bf526c5e970d435541eb2a,sports_leisure,0.1000,0.0041,0.04080000,10.0000
ca39b2683ada25bb55bebe99c18f33ba,sports_leisure,0.1000,0.0041,0.04080000,17.0000
ff351cfcb7d6612f887fb0a230dfaf34,toys,0.3000,0.0122,0.04080000,7.0000
ae7d8348fbef50928a680454fffbca00,sports_leisure,0.3040,0.0124,0.04076645,14.3333
3e78cdf699d65e94e6a716be72fb4472,sports_leisure,0.3530,0.0144,0.04072238,7.0000
9682ad2500ae8b2609e6a88eb0cbc5bb,home_confort,1.5000,0.0608,0.04050000,4.0000
89c111575a1b19782a2e660eff07dd8a,fashion_bags_accessories,0.3000,0.0122,0.04050000,-51.0000
86b7407656326df779576645e8e4531d,baby,0.2000,0.0081,0.04050000,26.0000
b07701d2414b447f7bf1b9b6a2c76b5d,cool_stuff,0.2000,0.0081,0.04048000,19.5000
448dc3486005777a15d7b3f445637ee2,market_place,0.2000,0.0081,0.04048000,10.0000
58b0b0b3e6b7f8ecd3874db9c141250d,toys,0.8500,0.0344,0.04044118,17.0000
91910bbde68f7027e850dcd82b25c5bb,perfumery,0.6500,0.0263,0.04038462,10.5000
819fc0e9c061a08bac3d5044eb92b173,luggage_accessories,0.8500,0.0343,0.04037647,11.8889
da721f960c721a863e6bd3ccf8ebb4de,computers_accessories,0.1800,0.0073,0.04033333,NULL
eacefda22c08419cb191cfa6ba838eae,electronics,0.1500,0.0061,0.04033333,35.0000
449af2f192415f431411568b2d475c14,auto,0.1000,0.0040,0.04032000,24.0000
5acfd4d25279c8414a02e70a92743c34,sports_leisure,0.1000,0.0040,0.04032000,6.0000
6e06c5464ee7624bdb3cfa23d2532a92,perfumery,0.1000,0.0040,0.04032000,14.5000
fb064510d22e52d7467fbf08243d2e3b,furniture_decor,0.4500,0.0181,0.04027778,15.0000
e31e8a63c7576088f21c33a8365823e1,bed_bath_table,0.3000,0.0121,0.04021333,12.0000
5343876e3ae357d3e47e3bf3c89dfc86,baby,1.4000,0.0563,0.04017857,-4.0000
3a4db42aea95097b7a616b36f21d143f,stationery,1.0000,0.0401,0.04012800,16.8889
e7f79c79a485447b88964a9d0b86fe45,perfumery,0.0670,0.0027,0.04011940,10.0000
497990bf1833de92aef1f3bfcda8718f,bed_bath_table,0.4000,0.0160,0.04009500,8.0000
28857b241545853875bda6661ccdf0f7,toys,0.7330,0.0294,0.04007640,20.0000
8ad5422c2f13436a172cbdd5f2faa00e,home_appliances,1.2000,0.0481,0.04005833,18.3333
68d5c8f49bad9f5b366b4f40db6c7fdf,toys,0.2000,0.0080,0.04004000,14.0000
eef3286d1162cb7eb46becab2a5aa884,toys,0.2000,0.0080,0.04004000,17.0000
118fa7a08a83564776c37433aca3ca71,toys,0.2000,0.0080,0.04004000,12.5714
43ee88561093499d9e571d4db5f20b79,furniture_decor,0.2000,0.0080,0.04000000,9.5000
46ded74d8d8e187dabe94a64dd15a7cd,computers_accessories,0.2000,0.0080,0.04000000,17.0000
474bb6b54fc608ca71059a6c4f7ecda3,electronics,0.1500,0.0060,0.04000000,8.8056
4910917f05092f331bf3a477f791cc01,watches_gifts,0.2500,0.0100,0.04000000,15.1429
4c692d2f14f767ecfe67b427fe305e3d,pet_shop,0.4500,0.0180,0.04000000,7.0000
4c99d6df98c5f4960cae6fd9f8603bd3,garden_tools,0.7000,0.0280,0.04000000,10.0000
2f3138b357c7b8278e5ecd81dba7aeb6,telephony,0.2000,0.0080,0.04000000,18.0000
328ccc632fdfa11f13190f1e6c773bdb,computers_accessories,0.1500,0.0060,0.04000000,22.0000
32b2a45c7698faf599ad250c65f6f633,consoles_games,0.3000,0.0120,0.04000000,20.4000
3a7c9b0413d7b9cc7f4a18318fc5afb3,cool_stuff,1.5000,0.0600,0.04000000,11.8000
3b66a296f7f9d4a5aa79ca89f460af73,small_appliances,0.3500,0.0140,0.04000000,9.0000
3c2f792f1041177a81913a977431a99e,electronics,0.2000,0.0080,0.04000000,5.2000
3f2c4414409c0a99c34cc0a7753e37d3,pet_shop,0.2000,0.0080,0.04000000,13.0000
3fe46d73f7527ad59e36c21c3e783041,consoles_games,0.9000,0.0360,0.04000000,21.0000
4228948b18fa440eee77ce59e7051853,telephony,0.2000,0.0080,0.04000000,-1.0000
4228bf901c8db392cbffcbc1f14a13e2,electronics,0.2000,0.0080,0.04000000,NULL
22a0c6b3f34506fc9a6d78ff201f3dbf,furniture_decor,1.4000,0.0560,0.04000000,5.2500
22d371a03788bba3e56df85011a9e392,electronics,0.2000,0.0080,0.04000000,7.6667
236f65f769241706362f78a15083e369,construction_tools_safety,0.2000,0.0080,0.04000000,15.0000
2703301fe1e97e8e124a583c7664edde,furniture_decor,0.3000,0.0120,0.04000000,10.0000
274221dea414cc167dce4f2716b1315a,pet_shop,0.3000,0.0120,0.04000000,13.0000
298f838b1798d952580d034bf84bd33a,furniture_decor,0.3000,0.0120,0.04000000,17.0000
2c01eb4d04c415d2ddef3a769b61a426,stationery,0.4000,0.0160,0.04000000,14.0000
19b29af06176f74d13a42e350b14e2d7,auto,1.0000,0.0400,0.04000000,-2.0000
1fd46d26e6d9800e915b195cb8b51f57,perfumery,0.2000,0.0080,0.04000000,10.0000
0b039b61011417822882815943f13dac,electronics,0.1500,0.0060,0.04000000,4.4286
66a0a6e02b7f543e5b021ce361f267d4,cool_stuff,1.5000,0.0600,0.04000000,13.3438
6b120063aeece762b2ef81da00c75ab9,toys,0.6000,0.0240,0.04000000,12.7500
6cbe4bd19efc4606eb2a9448a47e232e,consoles_games,0.3000,0.0120,0.04000000,6.3750
6e7068f054aef49b1900247c5c1b752b,auto,0.1000,0.0040,0.04000000,10.5000
5bb73292c4b9cd1145fbb03e66d59d84,furniture_decor,0.6000,0.0240,0.04000000,11.0000
5d136eed606105a39f8cffd4b7978951,stationery,0.2000,0.0080,0.04000000,15.0000
5d4375e7c913f33dbefdedd357817946,toys,0.1000,0.0040,0.04000000,11.0000
5e41aec274955a3f044a67902798af2c,auto,0.1500,0.0060,0.04000000,19.0000
5ff59c5f2db7600fa8143442c8b1e4f6,sports_leisure,0.2000,0.0080,0.04000000,16.0000
630e57ced9d2d899f556e0664be676ab,bed_bath_table,0.2000,0.0080,0.04000000,16.0000
83039266ceedb3640c6dce70f01bf2d0,fashion_bags_accessories,0.2000,0.0080,0.04000000,9.6667
853ee0759242b6c1e8e1de5052df3fc4,housewares,0.1500,0.0060,0.04000000,9.0000
8694f037a1ff62c5b61939eb818e43ab,furniture_decor,0.6000,0.0240,0.04000000,21.0000
87f32391c5f0737ea530496f114ce38b,books_general_interest,0.2500,0.0100,0.04000000,16.0000
737ee9efa4782433c69fb8d80e925dde,watches_gifts,0.2500,0.0100,0.04000000,7.0000
75eb331ffa78d12a8ef75950d1aba55d,sports_leisure,0.3500,0.0140,0.04000000,13.0000
77b1cb0e43513cea3c9f7546cbc78cba,pet_shop,0.5000,0.0200,0.04000000,19.0000
78847bd862c4135f071d06fd92c008a9,sports_leisure,0.3500,0.0140,0.04000000,10.5000
78f0b865be4544337ce887646fb06de4,health_beauty,0.2000,0.0080,0.04000000,17.0000
7957db057ee41836617b2ad71e367756,electronics,0.2000,0.0080,0.04000000,NULL
7ac1bbfa01ff564a3fcff52d02bd66f9,health_beauty,0.3000,0.0120,0.04000000,13.0000
8a33c55582d40e0d441c76c2990c467f,bed_bath_table,0.6000,0.0240,0.04000000,13.0000
8b143abcb9481c99c2fbf0adbc987f54,cool_stuff,0.2000,0.0080,0.04000000,21.0000
8cfc3506cedc0626364457d254429118,fashion_childrens_clothes,0.3000,0.0120,0.04000000,12.5000
8da9d7e8c72e1626d37c366187d9ffe2,sports_leisure,0.3500,0.0140,0.04000000,5.0000
92e106929b560a1609803a97c48a47d2,health_beauty,0.2000,0.0080,0.04000000,38.0000
9ad35a49eb5a417d1554e1c23f8200e4,pet_shop,0.2500,0.0100,0.04000000,15.0000
9ee8816f1d901f62f4c8b2bd32e46b4a,sports_leisure,0.1500,0.0060,0.04000000,7.0000
50fd2b788dc166edd20512370dac54df,electronics,0.1500,0.0060,0.04000000,10.8250
532a5b62ca2802053af3cc40179813fd,fashion_bags_accessories,0.2000,0.0080,0.04000000,18.0000
5445335704bf8a32827f3bf6b9701ed9,sports_leisure,0.2000,0.0080,0.04000000,19.0000
54fd9c890a61acc4123f21fe92c981b0,sports_leisure,0.2000,0.0080,0.04000000,9.0000
55cbb9dbf16b1061448359e18094e75b,sports_leisure,0.2000,0.0080,0.04000000,14.0000
56139431d72cd51f19eb9f7dae4d1617,others,0.2000,0.0080,0.04000000,20.0000
596041589b8cc3cc61e9b46d79ea9002,sports_leisure,0.2000,0.0080,0.04000000,13.0000
f2886fbf788880954be8b4399aead7c8,computers_accessories,0.2000,0.0080,0.04000000,10.0000
e8c6039a25765995ac7c1ec2cbef5765,watches_gifts,0.2500,0.0100,0.04000000,14.4000
e91803613f8e6488d2042a797a6ea40b,housewares,0.0500,0.0020,0.04000000,21.0000
ea9fd984ad61025b0fc6a2a99042aa49,electronics,0.4500,0.0180,0.04000000,13.0000
ed7ba72ce7a0ce3d9b60d543329b1fa2,sports_leisure,0.2000,0.0080,0.04000000,18.0000
dfbbf137ccb6af48e66d186a33118579,computers_accessories,0.4500,0.0180,0.04000000,3.0000
b72569983090c8bcd75fe577f5be5934,home_appliances,0.3500,0.0140,0.04000000,20.0000
b84ee1832bd494a163f0a8315efde95c,computers_accessories,0.2000,0.0080,0.04000000,15.2000
baf6f4106306b138b83c32152d1e03de,pet_shop,0.2000,0.0080,0.04000000,16.0000
bd85550f79aa4e7452a75c55921cd5c7,toys,0.2500,0.0100,0.04000000,15.1250
bf4aa8e63457632377b86424e38fb071,housewares,0.2000,0.0080,0.04000000,13.5000
cd6efbd49aaf6ab8c3eb9605aae7e942,stationery,0.2000,0.0080,0.04000000,8.6667
cdc4af478fef19f03f1d0353c00271cd,watches_gifts,0.2500,0.0100,0.04000000,16.1765
ce8a29973a1fed3f8d22ea5514d9ea07,electronics,0.2000,0.0080,0.04000000,2.5714
cf8c83ef74f69705d1bec196473b1b45,bed_bath_table,0.6000,0.0240,0.04000000,8.6667
d2bea3c01e172037caa99b2d138f39d0,small_appliances,0.3500,0.0140,0.04000000,12.8462
d60c79092c4d9018a9e4f08f24b7a280,housewares,0.3000,0.0120,0.04000000,12.5000
ace0a62915c59a40d45b2597336c68d7,telephony,0.3000,0.0120,0.04000000,6.0000
ae1848ad278bbd5098dea4a749b333a1,sports_leisure,0.2000,0.0080,0.04000000,21.5556
b1155d555059310e04305e94fcd42746,industry_commerce_and_business,0.9000,0.0360,0.04000000,14.0000
b137e6107ce304cd87ee01233582603d,cool_stuff,1.2000,0.0480,0.04000000,13.0000
b162dfc96ebbb5bed62e6f3ecc8ceefe,garden_tools,0.2000,0.0080,0.04000000,17.0000
b1ae85955829e28646e38ed2ff6ae776,bed_bath_table,0.6000,0.0240,0.04000000,14.0000
b482227c47a1f1b99911d7760d17d8b8,perfumery,0.2000,0.0080,0.04000000,11.0000
fa64259a73edf6f724b7ddf23aac1bb0,small_appliances,0.3500,0.0140,0.04000000,14.0000
fff28f91211774864a1000f918ed00cc,others,0.2000,0.0080,0.04000000,13.0000
a4c7e73a8ce075149b5f6592fdd29367,computers_accessories,0.2000,0.0080,0.04000000,11.7500
a90ef57c59c6996ab4d11165dda4ee6e,health_beauty,0.3000,0.0120,0.04000000,18.0000
aa280150a33dde34c7f568bbc25d5122,auto,0.2000,0.0080,0.04000000,22.0000
aaccb76bf4427c9196a531cb10a79458,health_beauty,0.6000,0.0240,0.04000000,24.0000
c211c9404dc28e0540fd11e5a9e17bf5,sports_leisure,0.2000,0.0080,0.04000000,8.0000
c22d563bae38dd4598dc104eefa52224,furniture_decor,0.3000,0.0120,0.04000000,8.0000
c23381297fa734ea441a15d723199fb5,computers_accessories,0.2000,0.0080,0.04000000,-2.1429
c38458375b2a89d0c8a6313b016dcdc7,health_beauty,0.1500,0.0060,0.04000000,14.0000
c42500bc89ec2aab54ff83f7c31b8773,telephony,0.2000,0.0080,0.04000000,43.0000
c629f814c92825a1e5ec157ce8a25bd9,computers_accessories,0.2000,0.0080,0.04000000,10.5000
c6c99dd4d0be36139d78cd917a5bdda3,construction_tools_safety,0.2000,0.0080,0.04000000,-2.5000
c777b9591e90c49e0745efb1051789ca,sports_leisure,0.2000,0.0080,0.04000000,18.5000
caa5c299fe513376ba573cfd401822c8,telephony,0.2000,0.0080,0.04000000,-2.0000
cb74508159c5743a4fd58445a3038a95,toys,0.9000,0.0360,0.04000000,12.0000
0e643adf6c6b66f31c00e354a06ee0ab,sports_leisure,1.9750,0.0789,0.03996759,28.0000
606fe329bc6b2d8d63f8d787cd5d0960,computers_accessories,0.0920,0.0037,0.03991304,10.5000
3634f3fec68d72a789377a5966dc289d,stationery,0.2000,0.0080,0.03990000,7.0000
4d99afa935cbb06b8e8659cc98ddebc4,furniture_decor,0.8000,0.0319,0.03990000,15.0000
490b7f74cbef35be4b6b69bb5f177386,sports_leisure,0.1500,0.0060,0.03989333,12.1667
c71e30e1285841f78393e11f76177675,sports_leisure,0.1500,0.0060,0.03989333,4.0000
e8bb3d53d12c06cae6287143be1ce7ec,sports_leisure,0.1500,0.0060,0.03989333,-10.0000
b64c5abaac93b83c64ecab2a3321e854,sports_leisure,0.1500,0.0060,0.03989333,12.0000
963bc5def5962c07b9a36fa70d08c989,sports_leisure,0.1500,0.0060,0.03989333,11.0000
77b5ea25050e269eab5d164be2be1711,sports_leisure,0.1500,0.0060,0.03989333,16.0000
a31e3a35fb5ac942c137446709379100,baby,1.5000,0.0598,0.03986667,14.0000
a113377beedd4333652a8694907c2337,home_appliances,0.1500,0.0060,0.03978000,1.0000
2d80845a6f78e68221e4965655a9a9b8,home_appliances,0.1500,0.0060,0.03978000,22.0000
054b1ab366729788a3717961085aec01,computers_accessories,0.0500,0.0020,0.03978000,17.0000
39fed4eaa7c5632965cb9736ff7e7a97,home_appliances,0.1500,0.0060,0.03978000,9.0000
2b5000342506556984dc8d0dcdbd4921,home_appliances,0.1500,0.0060,0.03978000,11.0000
514171f9d45a3d93574fc587ef775579,small_appliances_home_oven_and_coffee,0.1500,0.0060,0.03978000,13.6667
58c91c9e1ddc24815b7c15ac4e8fee5e,small_appliances_home_oven_and_coffee,0.1500,0.0060,0.03978000,1.0000
98a20ac6ef3939598c38b1eb54fe1cae,home_appliances,0.1500,0.0060,0.03978000,7.5000
5acad00c7ade065caf69af710c0bdd0c,home_appliances,0.1500,0.0060,0.03978000,16.5000
7b83c11ac78f11bde67542beb12e8163,health_beauty,0.3500,0.0139,0.03977143,6.2000
0d87a475cd933bc600f92e0b346e9c0c,housewares,0.2750,0.0109,0.03976364,8.0000
9867ef342d95bb4f9b6ebf39bad864f7,fashion_bags_accessories,0.3170,0.0126,0.03974763,19.5000
f8cdee3eb5ab9b7c357469dedbe2b6c8,bed_bath_table,0.7500,0.0298,0.03971333,13.6667
679a3e5e1d2bb68982be5734c6e55e63,home_construction,0.8000,0.0318,0.03971000,9.2759
a6579aa8d097e9c13d6749ecf4a2117f,art,0.4000,0.0159,0.03968000,18.0000
ed6bc7b0fbc4062bfcb009b1c080dca8,computers_accessories,0.2000,0.0079,0.03968000,4.0000
f0f9486bd96130088e93b7a3b3c08ebc,books_general_interest,0.1100,0.0044,0.03960000,0.0000
56e4165a2811a685d231891404533e01,bed_bath_table,4.0000,0.1584,0.03960000,1.0000
469ef39f0ddc59c8913d9d5a62318e40,books_technical,0.1100,0.0044,0.03960000,-13.0000
06b55f15e3505bd276acabbb4d3633f5,bed_bath_table,0.0960,0.0038,0.03958333,9.0000
07f2e8872fd2d0e17780989da6c06362,luggage_accessories,0.8000,0.0317,0.03956750,19.0000
4f0e806431f76599423676fd485109ae,luggage_accessories,0.7000,0.0277,0.03953714,16.0000
cbd27a4cfb94137cd08a4fda812d686b,housewares,0.0500,0.0020,0.03952000,14.0000
f0f5a9211c208c91441a70cb5241214e,sports_leisure,0.2000,0.0079,0.03937500,8.0000
e41e130eb1fdd3eb4906ccf2ade8a86a,toys,0.6000,0.0236,0.03937500,0.0000
e78bb4f98fc44ff2b94558e4358ce6b4,toys,0.6000,0.0236,0.03937500,-7.0000
b67a6f001384c6129bd0ce231f5b52c9,furniture_decor,0.8000,0.0315,0.03937500,-7.0000
