product_category_name_english,product_id,price,num_orders
computers_accessories,93a12c289ca2b78e7069e469f5053ef2,144.9,35
computers_accessories,ee6c49af1a2de55aa0e076257ab4ab99,144.41,27
telephony,ad53b56bfd80cb8adc160a3deaa239b9,142.99,10
computers_accessories,59f05ef2066d40581892a96722e9c465,142,2
computers_accessories,bb741dd30a6663863873c51be6c1061c,140.99,2
computers_accessories,29bcb163d2d9fdda52f39e9b84f2eec7,140.6,2
telephony,a3ceb95649a48c0c54ae4bd1dd66d035,140,15
consoles_games,1fb368a1506cced21a07abb6d220c4e1,139.99,3
electronics,4aaa2ddc43f64a2db232b71fc4639064,139.9,7
computers_accessories,38969df72ffea063ee2905f51b08d428,139.9,2
computers_accessories,4b456247c6fd6370f0c01903b0c6d67d,139.9,13
computers_accessories,97b6b2b77117d7e304364b433fcc649e,139.9,2
computers_accessories,f405ca375ecf0c43fd547ed766df66cc,139.9,4
consoles_games,081088b5ca67de215fa103434690cedc,139,4
computers_accessories,07821918ef487fd64eb20b3c8aeb897f,139,14
computers_accessories,b8eb8663142255eb7ab4526b3ee1c7fd,139,3
telephony,2f9c2888168b8c2d8e625905f3737057,139,6
fixed_telephony,22a0a4cfaf39559db703230823bdc13a,139,2
electronics,191c65cf8988d6fab9bde989aef39d61,138,3
fixed_telephony,f07ef9dd6e2d9a366ff30a25e210be70,137.99,10
electronics,b83738ac1903f7c8f0ed378cb085909c,135.9,13
consoles_games,e306ca54c91b21392317d5b4632c9fe3,135.3,3
computers_accessories,a8b0dd2c57b49b649373ff5a495a697e,135,15
computers_accessories,fe077ec80df6b4ee60bb4498d5ab1962,135,33
computers_accessories,6987398dff454a3138231540e2a6ec61,133.9,16
computers_accessories,ee3e94e918d05a5da04a4cb547e91dcc,133.74,3
telephony,8ce0b48cdcc4b753ae4de64497998338,131.99,10
computers_accessories,10c2160beca6757676b447aab88e5129,130,2
computers_accessories,dff4c23e8bf1e78f4a793d8f76c7608c,130,2
electronics,f2e024d05f3ba35de72a41c503d819a9,129.99,2
pc_gamer,0105b5323d24fc655f73052694dbbb3a,129.99,5
consoles_games,391a014a66920fa0ce468319264e0232,129.9,12
electronics,2c71e9b9845634cb1ea6285a8f3cbf50,129.9,4
electronics,a5b27ab457629a351464825096c64688,129.9,7
computers_accessories,073ec95c6cd3b2db5d9dc430dcb524a6,129.9,4
computers_accessories,127c0cde3ea832c4c4901159cf902d0e,129.9,6
computers_accessories,632ba0c3ace598871c24c49380796d57,129.9,10
computers_accessories,c9bd28e8a4220af0723c7b7f97778681,129.9,2
telephony,00de7f393d962717eeeb2d7131a40dba,129.9,18
audio,2669a9fe1aaf6cb29071f8f866014afc,129,10
consoles_games,8dad29b3b6c42d0b966e5ea7b5498132,129,2
electronics,87e24fe285640cc6f3d7580f673ee507,129,3
computers_accessories,08a58dc963320d6073623382b9ceb920,129,37
computers_accessories,3931aaf38ba4cc928100541ff51b82ff,129,7
computers_accessories,8ce6b041b5fa5dfaa937f53e145ce299,129,2
computers_accessories,c8f17c4ceaa05acfb30a852b8ee2c0a9,129,2
computers_accessories,1ca737c9f8f06b3672be9f9f3f603d36,127.9,16
computers_accessories,e3b5a4c3f8512fe1315f05564e461ff4,127.42,6
consoles_games,a028a0cb37c1e9693e906ad948031da3,127,3
computers_accessories,d443be168a577afdf50d59932d3b78c7,125.99,2
electronics,c714f103a677fbcc818799ae0fcda11a,125.7,2
computers_accessories,2d4086091519b04cd687a38e33dc276c,125,5
computers_accessories,999ad46c08ea9b778cefc75048156f30,125,2
fixed_telephony,1454b29e83ab2f8bf6b4102736498ff5,125,7
fixed_telephony,18bbb32704d17a575910a8cf8089bce4,125,2
fixed_telephony,f400f539d0b021c06eb35f6838690e09,125,3
computers_accessories,d76c049f36a5b4975aa3cf095a6fa499,124.85,10
fixed_telephony,81227b918dc751995a7301b5f38437b8,122.99,2
consoles_games,19f0917ba5781b978298ffcd9ae225c1,121.99,4
computers_accessories,62ff773b2194b8f9ee2e11c6da69730b,120.99,2
computers_accessories,03bb24d19ea7449ce170e0888d830707,120.1,3
cine_photo,e0fddcd9bdfbff9df8a8228f6a6346d7,120,3
consoles_games,5ae29cafe81cdcf89058a7a6fa842b34,120,3
consoles_games,c6f208a57dcc1f0a7bd262cd2e604194,120,3
computers_accessories,33e503f68fb60fe165ed992965f2c737,120,2
computers_accessories,4310db2c2f39a8a5fe403463e39ca5da,120,3
computers_accessories,961d02e19e9ade3ba8aa028c87b0d8f7,120,4
computers_accessories,a910254bb741f98d6d98a8286d66d14f,120,5
electronics,96d80c8b6c6545a30eb5bdc4961455f3,119.99,17
telephony,7b32b1b87594b60dced8abb4531d2986,119.99,9
telephony,bf128711128b70eaa9e07df69e9a75e2,119.99,11
fixed_telephony,94e87c8d2cac9ca6fa8c91b99712caaf,119.9,3
audio,17ad6786808ab3fedfb261a70a5932d6,119.59,10
computers_accessories,2ae94d219369eb83f204effd82cb9f31,119,2
computers_accessories,333f69c22d63fc171fccf98d48ee742b,119,2
computers_accessories,5ec665da4518623a3a2d7731d56bfd68,119,2
telephony,c44fd47f82e429f739693c82c73a43b4,118.9,3
electronics,27f6ada7e1fbb3d1d6e77f685bd04bd1,118.5,2
telephony,d4a56b9816c864d22d8b40c16999208b,117.7,2
electronics,61c9ce380f22395eecde18d76d118c47,115.99,3
telephony,89cea55405dd7811b48e500d9f263e43,114.99,3
consoles_games,06ead9c0b05b368667d858c09148af03,114.9,4
telephony,e122fc0e32b49bd6dec4d37d5d90691d,114.9,2
consoles_games,80cbd9107719ba49c3a02fbd942b4717,113.99,3
electronics,fa54ba82589db68838ebe0225c34f30a,113,3
computers_accessories,0ea678faa34b54418a17e76511472882,112.99,6
computers_accessories,ef38b8a82331e59ba97285e7f531f641,112.99,2
computers_accessories,fd3ceef50842d4449ec638256dcf2147,111.6,2
audio,3b7929cc079c14493fb6fb3373dbc1e1,110,9
computers_accessories,2ced45a3059cbb128a8b8b6508809746,110,11
computers_accessories,2e511b5741ab14e7f5294df6f1310b03,110,14
computers_accessories,fea7f0c147905a41ca324c0e3234a4c7,110,7
computers_accessories,ff62353dc0792586fbf5eefd8dc7d4f2,110,3
telephony,4a3b0111d9c112251e4732b44d1d118b,110,9
telephony,de72026142ffc78ea7a8d6ce739056b1,110,6
telephony,0cb9f521598f339ad6e6b41e34a1b169,109.99,3
audio,e6b6e13cf71449a457269f425b89dc74,109.9,21
electronics,2a46d3a8cb337e4c4b5db2d6df599cea,109.9,8
electronics,9750263daed3988ced39eeb2f1c12029,109.9,6
computers_accessories,e2b02dadb01104e3f9f588311b3f2612,109.9,7
telephony,3c1907ae45ee32709a71b67f20f65814,109.9,3
fixed_telephony,408dc0e1523c3915352e552a1a23c663,109.8,3
cine_photo,060f71666a632ac169814c0f1d715571,109,2
computers_accessories,0c4e43e25f781898363a83f9a7390ebb,109,4
tablets_printing_image,3c46d3f68a377931cdadfd72c6158643,109,3
telephony,5edd96075ae7fa289da48ec3b80c0c2f,109,2
computers_accessories,990ddab43ee46a1a76436796f92470d4,108,8
telephony,b5f2e8a3a5468c998e821b0cc15ca5c3,107.54,3
consoles_games,6f131ac9054143dd944b2d037fd0a36b,105.99,2
computers_accessories,06f2166336faca73c644b11eaca22d06,105,11
computers_accessories,130482add9fd75ccb6c57ba007694a2d,105,49
consoles_games,201842e46ecc7b96047e78835d973548,104.9,3
computers_accessories,097ce3b5d4710b24d4a113b394ef2566,104.9,2
computers_accessories,0f96cb6fd0ba832f2d7a21d13b251526,104.9,4
fixed_telephony,82029e5d2411cd3a74021d94ee87d457,104.2,2
telephony,430d215740da7fdda91cc938f8fd92f6,104,7
computers_accessories,eda64e6f9a82d6ce803c2e1a6790bd06,103.9,2
consoles_games,cca8e09ba6f2d35e44f05b3c936d644e,102.99,3
consoles_games,ada1a8827eb941c40a281fc1be034949,102,2
computers_accessories,6cb17f17ee982e47c1b99fc0d67b1a8b,101.34,4
computers_accessories,252dc7b8f5d41ea6efcab73213ea1417,101.08,4
computers_accessories,a9c07eb189dfb45ac5652b6a82f7b008,100.9,3
electronics,d17a8ef6d4228318ca645116dd6bea23,100,2
computers_accessories,e2c5dc4fd3098fcb1fd6cccbff7b0b04,100,2
computers_accessories,ee3d532c8a438679776d222e997606b3,100,32
cine_photo,1f5f0f003ce8595ad88fb215ec1409e6,99.99,10
consoles_games,177793be904f7c1a1ca04c64ce05a68a,99.99,2
consoles_games,a72df9d6b4412dbd03d886846a438a3c,99.99,8
consoles_games,cc137d09f2cf12a1a498c9775c966a09,99.99,2
computers_accessories,c56cdaacd8e2dca5489236a4875c0b89,99.99,2
computers_accessories,cd46a885543f0e169a49f1eb25c04e43,99.99,30
telephony,71fc2a7d96a222b04e4131cfc006f265,99.99,10
telephony,e67f32f0a3e66440cba31dc13d5cfb0b,99.99,4
consoles_games,1837cb3869c5eca2fd665cffd1ec1854,99.9,3
consoles_games,1a46dafd2935eadb540039ce3e8a3d29,99.9,3
consoles_games,322c315bc0661c64fdcab7a70dbc0354,99.9,3
electronics,9ff8568dfb9041b898e65ff4018c8c57,99.9,7
electronics,d558b2cfa18448af883b91439fb908ad,99.9,2
computers_accessories,17878434ca0082537806de545c2f0351,99.9,9
computers_accessories,5c9e8cde14498f5d4dbe4d7c70c0d5f1,99.9,3
computers_accessories,8c70c4455a59267e8e2ddf800792d77b,99.9,3
computers_accessories,a386ec77b61471988e1b10cbd6cbfdd6,99.9,2
computers_accessories,bebd15f906a87f7a83e9dc66896ff00a,99.9,2
computers_accessories,d5ad2be418dec48e9d0c4745e431c384,99.9,5
computers_accessories,f4f20f082b033ee3aaff51af1ed25a5d,99.9,5
telephony,da50dec868ce62321c803e54cf86bb67,99.9,2
fixed_telephony,a2746ab0f7535d34316ed109d859d7f4,99.9,2
fixed_telephony,fb5dcf669bb92534be46c2fef1131651,99.9,3
computers_accessories,d7b6379f142a6f28f8fc5af7b33d4b70,99.1,2
computers_accessories,1612209b0b37fbe80e1e8e1b7d19ca1d,99,26
computers_accessories,163da86e86f0089de089399c28c3fcbb,99,19
computers_accessories,1789a1b00c33bec9db6e27b4848a5c94,99,3
computers_accessories,8983a3b149303c013fceabef902e835a,99,26
computers_accessories,a512b45196335938ab8e8efd63bc7d2b,99,3
tablets_printing_image,2eb9b2ef7c1da3c7b99702452ea4729f,99,17
telephony,20d6d5469584eb71125803455ccf914a,99,3
computers_accessories,e29f2f8197f332ab172ad9ea6566853d,98.9,3
computers_accessories,1427b126f61597524866770b05d4eed2,98.81,14
computers_accessories,5526b1ae9ab2688cf600783cece249df,98.44,27
computers_accessories,0cf3ab3383c2ae6f5750e5847c749e22,98,2
computers_accessories,a9b3c1c9a790da6695b60d0b0070578f,98,3
computers_accessories,dc893c795714d2a64a0d4f188dea51bc,98,2
telephony,a564f50791e1677ddf2801fe1e8365c8,98,8
electronics,93c902b021a9e594f658ab1b0351602a,97.9,71
computers_accessories,c7e02747ef9366a4fb7f4ac4fd261c36,96.99,6
electronics,11182511f8556822085ea032df785dae,96,4
computers_accessories,b8731f3bf14c9557a4c5c4b94ad48d0e,95.99,3
electronics,7b44e5ea770ef06810f5df89006cc8b2,95.9,16
computers_accessories,385a33a408e9c35c9fbc2025c12f3784,95.15,10
computers_accessories,45d53108adfd3c40a54c578f431c45cc,95,2
computers_accessories,99f5b2240b82bf9387e5cf2fc0335b08,95,22
computers_accessories,9cc7982cbd4b6bd47802ac85347035dd,95,2
computers_accessories,ee75970e2871fe4204cf7bcdda61d08a,95,9
computers_accessories,a39d32adaf8a947212a35a42597b958e,94.99,5
computers_accessories,83b92639fffd1d55c9e04c77c86d8d2c,93,13
computers_accessories,05542c6ab7bce0a01a5f7210380e72b3,92.65,2
electronics,6ba4d9e6b21481dcc4646250fa189ac1,92,6
telephony,4cf2a0463e06213f6770103e29b637de,91.89,2
computers_accessories,b82b4d3344aef4d70bc9acfc8a5fe2de,91,3
electronics,12715d8bb61f9c2c26219377d9737584,90.99,7
computers_accessories,36244ee06dc3aec1f9b7b5852e0f7bc8,90,3
computers_accessories,f71a7c95a86564873cd996896b2976f6,90,10
telephony,da893368e67b2e521b3f04da43f4b57a,90,2
fixed_telephony,b4f9530c931398e215242293c2c8ba4c,90,14
computers_accessories,6871a3c157d6f51697e887f3c3598479,89.99,4
computers_accessories,71f5013915099a3ab0756dcabfcf12e8,89.99,2
computers_accessories,7501e40e8bc7a7db7c2f4b005e1dddcb,89.99,4
computers_accessories,a097daf6b31bc5c4b2d377e8c5cba4a1,89.99,2
computers_accessories,e888edddeb449bde570d695c62b27b26,89.99,3
computers_accessories,f4851ffef385d506603396041da7c1d3,89.99,2
electronics,3a6b0b915f453650a8ff32d7872dbd6d,89.9,5
electronics,e25f22a38cdc5a14a51ade281eebd0e9,89.9,4
electronics,fba0ff1228b20d1487817897f5265a77,89.9,2
computers_accessories,2d00c3b37b984686777190e2e6e0a7b6,89.9,4
computers_accessories,51380ed201eef8cc5c744c5e0d49965b,89.9,2
computers_accessories,56cdfe67fbda57c1dcc752f5f361f981,89.9,10
computers_accessories,9c48f48fd32ee1915d62d3670e2d1ba9,89.9,5
computers_accessories,a963ea4d494221de09b70f1b4a70edbd,89.9,5
computers_accessories,c8e3a7fd4e2565e83122a3c9b17f7a80,89.9,3
computers_accessories,cff277cb1dc167f45eb05eccefbe4b04,89.9,2
computers_accessories,e3323b0d3f79bdf85b58561d2218bc12,89.9,4
computers_accessories,ea3681fd0335adf45b71f1145ac562c7,89.9,2
computers_accessories,f7e0fa615b386bc9a8b9eb52bc1fff76,89.9,20
telephony,4eeb3431ff29b8867d4f7b817c298a81,89.9,3
telephony,c979d004e102224a0aa1155b332b968e,89.9,3
computers_accessories,5bd318d221da74df4ee531dbe407e151,89.89,2
computers_accessories,a4bca9d23228eeaf4e0169cb1a45aa62,89.7,3
audio,dca8cbb1c9d8a2db0fbc0c36b8d1a7bc,89,29
consoles_games,59f17be62604541797d4df87ae80cf73,89,3
consoles_games,757e8df3e7c5c52482db573f5f368e1d,89,12
electronics,61bb78313bc87f6637f26b39d8008ea7,89,2
electronics,ecbe401f10ecd3b822d940d63cc3311e,89,9
computers_accessories,5fc3e6a4b52b0c414458104ed4037f1c,89,23
computers_accessories,b980f3256c981fc178514325143b1fc8,89,7
computers_accessories,fd4a96848f84ddaabcdc5bdbf831a194,89,4
telephony,bd6e8cf9fe4122c385da2bcb9f979d5d,89,10
telephony,ecc7e6fab3b3398b08af2baf86214af6,89,9
consoles_games,0a74b9407eaec9d6c760a1e92c10d96c,88.9,11
computers_accessories,db8c9fec8be4ec050d0cee6a1e06a3c6,88.9,2
computers_accessories,f5cb4f19ca215fb34aef190918d45f46,88.9,11
computers_accessories,36f60d45225e60c7da4558b070ce4b60,88,127
computers_accessories,7f9fb61955b696d843259a8cbdb2261d,88,2
computers_accessories,4b77167175713bd04c8854aa80f09e99,87.5,2
electronics,399b5ae65ca9680e1d5d1b314439e4d1,87,2
computers_accessories,caf1ca4c82e6ab734903a3407795f556,87,4
computers_accessories,5d790355cbeded0cd60e25cbc4c527a2,86.42,17
computers_accessories,6aeed4d936d742aa5bd53a63b821a0bf,86.42,3
consoles_games,2bd9b51a9ab079e095aca987845d3266,85,25
consoles_games,dac2eb7c1ddae28171b16e13c80a9730,85,4
electronics,27b8857ca0d1477e1ad34ffaba0b642c,85,2
electronics,f832d1b20241274bc51c2d691b0f4b94,85,6
computers_accessories,656e0eca68dcecf6a31b8ececfabe3e8,85,141
computers_accessories,ed08c988bf45ddaed9d83ed92f015ec6,85,2
computers_accessories,4a534b5650f13219a0de4ce5af039d2c,84.95,2
electronics,151ad3b5a66539bdc84cf97a7c1d38ac,84.9,2
computers_accessories,3f14d740544f37ece8a9e7bc8349797e,84.9,91
computers_accessories,68bec1af3851f58027db8beadf3914d7,84.9,2
computers_accessories,ca5f4739dfdcd4d73b210a344b426076,84.9,3
computers_accessories,64fb13596caf118c438edc5c6ed2d50a,84,29
dvds_blu_ray,8ac47b3ab13c68f49f10dde899674149,83.99,5
computers_accessories,2132979d9b6f64e99b8c9bb4da4e0323,83.99,9
computers_accessories,95ed6e881d471156e430b8546ea76ba5,83.9,7
computers_accessories,5389dbdf62ed8bee6b52fab9c9891f2e,83.23,2
computers_accessories,2b6bdbd36e77e8c9909b853aa70863e1,82.99,3
computers_accessories,18486698933fbb64af6c0a255f7dd64c,82.9,22
computers_accessories,dbb67791e405873b259e4656bf971246,81.99,88
consoles_games,7207700449f2433076d70a5b1c004eb4,81.9,3
computers_accessories,52c8d520d9b3874bdf29a9e8eb26bf0a,81.9,2
computers_accessories,4e58e4bd671d463cef30fa0bab322f9a,81.5,2
telephony,31b5755dd3e583e7c227a935657a818f,80.3,6
telephony,ecb5b54535b9954dfabb3bd16f3c567d,80,4
consoles_games,1a7d1ce0dddfef9f6f2ed280798fd9bb,79.99,6
consoles_games,2b5fddc2b543ee8d6699fb8687fac6bb,79.99,4
consoles_games,7bd42138fcc3aec6e8a0494f5a34bd25,79.99,5
electronics,6a1ac8352d7eee5e5108fad596e69ad1,79.99,2
computers_accessories,317a06884480d645d7f0bc82455ec277,79.99,10
computers_accessories,62f5caa3d09aa499e778927db65547eb,79.99,2
computers_accessories,63c6e184ddfd2f0879921b9455b21067,79.99,6
computers_accessories,fb6782985a98aa8a59238f58239f6f1e,79.99,13
telephony,6843fcf2daa799e469f08d9ded452d01,79.99,3
telephony,78f406813b3b37ed963ec0f2aff0a585,79.99,2
telephony,b101b46755d3037cfa56b29f72e11a19,79.99,2
consoles_games,f3c62fde9d2e2acf6c7c46648571c070,79.9,6
computers_accessories,0dee0be4ceb243fbbb1d185e5f08012d,79.9,2
computers_accessories,164979bae3a9db1859e725b3a793f4d2,79.9,2
computers_accessories,619d72a5e53d41d7646274a3fa20c2c4,79.9,11
computers_accessories,65d1e9d7432a5bdb5456b22f91747ab3,79.9,2
computers_accessories,89b121bee266dcd25688a1ba72eefb61,79.9,68
computers_accessories,a77453f011b20e66aec0d64f59106fbf,79.9,6
computers_accessories,ad183bca8419cc4a34c0ed87d44b07c7,79.9,2
telephony,a0b940038a7c1b3af0958334fdbf3212,79.9,2
telephony,d81cbbaeb38bdc56879d408d7f607b0e,79.9,2
computers_accessories,be0dbdc3d67d55727a65d4cd696ca73c,79.8,26
telephony,95bc2131ece03edd6623b82c80db02bb,79.49,3
audio,ed9b924bdbd0fd22c60aba6dddfbb6e5,79,3
consoles_games,f9a508234fed38c95437c5a16b847774,79,12
electronics,02d48451331287e2bf12560d032d57a6,79,3
electronics,982565327a800a467fffeac070672ea6,79,15
computers_accessories,2e1963427978dab49b4bcb0a07b109cc,79,3
computers_accessories,42697582a754e573f9e3e9e78752252c,79,13
computers_accessories,58f82cc5bebd588e5cde0b3a89059da6,79,3
computers_accessories,6405e17a3e8718d5316c5d644320f253,79,8
computers_accessories,7e6850f360e60da72b7d3b1b37f42312,79,6
computers_accessories,efe8da1f11d73ce34a722a904ef4b72b,79,2
consoles_games,cb8c44cb7a6b9152db1dbb0f0342ce29,78.99,2
computers_accessories,81be03632106ad64ebaf3556427923ca,78,3
computers_accessories,e53e557d5a159f5aa2c5e995dfdf244b,77.9,183
fixed_telephony,42a953368300be8c91cc2fc62fda2aba,77.9,3
computers_accessories,8db26005b17d1f7e2e8b3ab829051790,77,9
computers_accessories,be15b247cf0071eb495d6aa6d35e6e22,77,2
computers_accessories,1a909e04ddbc64bda3fc905834678201,76.9,7
audio,401b5632c06c51319df083f1245a96ca,76.89,9
computers_accessories,ec360a89366f33dc9b8de9fcf67a57d9,76.7,2
electronics,cf6c3dd9d7edc47eb9463ec79f6aaaf4,76,2
computers_accessories,3516632e8f52b679ff83d1665ecc990e,75.9,19
computers_accessories,c6e37798f72f83c034ba97e2680cb5d5,75.9,3
audio,06ef141d37f22c5742e445504b5805a7,75,2
electronics,0320a1be5c5224f64bfbffa583cf03d6,75,7
computers_accessories,6d6c510f2222e168bf3b6b67e24c9535,75,13
computers_accessories,955129b53464486f9f93074c64b2bd88,75,5
computers_accessories,9c9c0e6325bd947d1468817769ed4197,75,2
computers_accessories,c19d5ba108c34b8255cf9a524da92bc4,75,17
telephony,4e42337065d8ce68661c6df8b2be58a6,75,3
telephony,a1ca62481619b02ad09535f2b418bb75,75,4
computers_accessories,1f7aa19e7161eef1ffff0599cebcbdb7,74.9,2
computers_accessories,5b8a5a9417210b1b84b67b9a7aefb935,74.9,21
computers_accessories,ee57070aa3b24a06fdd0e02efd2d757d,74.9,25
computers_accessories,afe91b92e9fcb77e66f33901b67c5cf5,74.89,2
computers_accessories,4cd429cde8cf80cc5c334eac09b4b965,74.49,2
computers_accessories,c6b3e5dad7e071459c1ab64d517d848c,74,2
telephony,530989bc6eff4420c49a84214ab1eb51,73.99,5
telephony,fb1f078a066428f00c1d71d6b9df3ff8,73.99,3
telephony,92f1f77b7f3c73831fef53406c195302,73.5,3
computers_accessories,28a0aebd7bf7ec9b31443c4cfd3e0f0c,72.89,2
consoles_games,a09c10c28ec008276d7a308ec5c2cb39,72,2
electronics,98190f6a2c3253d07ca86525bb238162,72,16
computers_accessories,0d85c435fd60b277ffb9e9b0f88f927a,72,72
computers_accessories,940bcece77e20a1f6a21c1b7d4be75c6,72,2
computers_accessories,ae52eeb8383b94455f0a08b1f88ad002,72,23
computers_accessories,bc055ae94989497c0d66bfa4263ccf61,71.9,21
computers_accessories,d338536d3bfc9f482ee40f08bc22cce2,71.35,4
telephony,4a300735bc293723103db0d0c1bc1585,70.9,22
computers_accessories,fb4d1630e90ffc0922d25bffe2cd489e,70,3
consoles_games,24c9d329963373e2fccaa3f3204db19e,69.99,8
consoles_games,7d33844ffd50c5fb265a1e0ba03d9470,69.99,9
consoles_games,be19e1611a6015a66266d199ff3ccce0,69.99,2
consoles_games,d7423500e1911ba5972c229b2fb974ca,69.99,6
computers_accessories,d9339c5714743c460a9470730f79f6c5,69.99,2
telephony,25e45921120d6d8a1688f076632bdad8,69.99,2
consoles_games,3c5559ffe829dd89665484c98f0c4e18,69.9,4
consoles_games,781de17434dbb8244fd1d0e3ef55d3bb,69.9,2
electronics,3377b442347c19fe5f5d740892c180e6,69.9,5
electronics,83ed3cc53055fe51099569075b77ceca,69.9,2
computers_accessories,084461b396a7e044af9229534fa03b51,69.9,3
computers_accessories,089526cae28a7fd487bfb3bab161d701,69.9,3
computers_accessories,1177a4988372a9eef0836c4c875cc816,69.9,2
computers_accessories,45e95fa9b4822fe9928abd8993cc37ce,69.9,2
computers_accessories,472e6464088101bf2ec351d222c415ab,69.9,5
computers_accessories,695e7998d136c389e5b287c1ffe4b62a,69.9,2
computers_accessories,6c350a42b2f2e38425af31b3739970c6,69.9,2
computers_accessories,6ed93af03d1f53308d3a9c6555a94d08,69.9,2
computers_accessories,70906e04da1eebf3d1b8791bd09ffe85,69.9,17
computers_accessories,aecdd1c18af2379312e946f33280fe25,69.9,2
computers_accessories,afa3bc466a2fbfde2f263266a4dfae3b,69.9,3
computers_accessories,b7733895fca54f6ce4af8c29a3056680,69.9,3
computers_accessories,d1a7965ac8d6ae62c9c1984434227cb6,69.9,10
computers_accessories,dd47440cb56de3ab674f9208ff0edc3e,69.9,10
computers_accessories,e2600770da5cfd446d3e971c1d41b44c,69.9,3
tablets_printing_image,6bbe55cf8f85c87b6eebb775a53402f4,69.9,33
telephony,7ea0b63dc9b8264702f2d2c1533fb4ae,69.9,2
telephony,bbb23cc68ebfaba3922a65b9c985a111,69.9,3
electronics,93566f7e511c3e7472b05758fa08e64d,69.4,2
computers_accessories,a62ff4d8c01bf520bd8ed7637dbb2042,69.12,3
cine_photo,88a1223b29fac4c3abef8d1369dbbaea,69,7
computers_accessories,078a6c96f58d2261cc4241dc9907b143,69,4
computers_accessories,268a26bc460de02a94ec05d9ebb4c3e7,69,3
computers_accessories,34d6306314a47fe15c1efdbc23302020,69,32
computers_accessories,5f2924ba89d5561b2b24067e375b212d,69,2
computers_accessories,8b32eb3053c5c248a5e547f8a1bfb859,69,4
computers_accessories,cc1180a16524617866588df758c49ec7,69,3
telephony,c35498fbb4358837ae16850f50c3fd22,69,11
computers_accessories,1707ef553eb000d860fff09e3d08b037,68.99,4
computers_accessories,887c03038c774a15272a3e75ca7b4fa7,68.9,8
telephony,2500fb88ba75d71bd264e88b4da5b44b,68.9,2
consoles_games,23429572ca0a6901f36825829cec09b1,68,2
computers_accessories,6a09d996beaebffe169f70c614ac2485,68,6
computers_accessories,cfc665b462ccc3a43b1a1283e678b1a0,68,11
computers_accessories,e8e3b26a966bdd1260fe48e92972f670,68,2
computers_accessories,d04857e7b4b708ee8b8b9921163edba3,67.99,84
computers_accessories,a1a97164f38cfb98511eb68e6b40ad94,67.91,8
computers_accessories,c072bf60b6a78f20474b0ca5080736b7,67.91,4
computers_accessories,3d85e85bcd2c0315e0db407db8f7b532,67.9,4
computers_accessories,f293514e0176006f3af40d473cf24a1e,67.9,10
telephony,027bb42a4ef22da4c7a80ecf9c60ba0c,67.9,5
electronics,40002041835941ae0e10b9716ab7b03d,67.7,4
consoles_games,f3663060e64c25fba789fe033263da67,67,6
computers_accessories,0fdd1ea79f0f2ec81697ccd021d6d992,67,12
computers_accessories,bab7ff9abbcc13690a62d015f2ca8e44,67,3
computers_accessories,d0349534ab9b46b98d13a53051310f24,67,15
computers_accessories,c5fb785eb88d9246c4a9b3e7d47632b5,66.9,3
computers_accessories,f6bd73f359ad6b91076b19cc0b70b44a,65.99,9
computers_accessories,23e7b9a386cb15c0b5063bf0d45982a5,65.9,2
computers_accessories,6fe0dd040139d694869acedf3d074a08,65.9,2
computers_accessories,d6e74e35591c053e5cbab04d84c223b5,65.9,5
electronics,d95cb21837d0498ccfa0943b03808f79,65.5,3
computers_accessories,4943769229463d7bd0fd5af9baac46b5,65.5,5
cds_dvds_musicals,1dceebcc5f23c02ea23e16d5bedca000,65,14
consoles_games,9baa9ef12ae5a0abd8b741d7ab5bf32d,65,3
electronics,9fe5201316c8185058e8a4056e53cc78,65,7
computers_accessories,3c1f8775831d28ef01f05143a9be9ecc,65,2
computers_accessories,757e03cbdab9161ad95210a779dd2b2a,65,2
telephony,ca873fc3d2a6186b92f8c32d685012a6,65,3
computers_accessories,484619f908431240f47e8c9e96ca00d1,64.9,5
computers_accessories,682dfc07ddf94410a1fc2b5d45e843b9,64.9,3
computers_accessories,7a2db74c8e2d40cd60fe4677d38a74ce,64.9,2
computers_accessories,b0fd7a18daa40299b5393b4280b55dad,64.9,4
computers_accessories,b12b0d3152f2b6de0f82723bd656c00a,64.9,2
computers_accessories,e5ae72c62ebfa708624f5029d609b160,64.89,38
electronics,c414790bdf0857692c821035bc3f6a0e,64.5,5
electronics,cf18e908cb8600dcd21a719db24c48d8,63.99,3
computers_accessories,696c39c44288187022347dcb177ac304,63.99,6
consoles_games,086eff5dac22ac2fe1fed28bba4fa646,63.9,2
electronics,591afedd45ae097827bf674a8491ea21,62.9,2
computers_accessories,beb1cc5b34dcd5fb5c3214a3564b7fdd,62,4
computers_accessories,dfbbf137ccb6af48e66d186a33118579,62,2
computers_accessories,5c5585c687a0293f10bb748c13cacc71,61.9,6
computers_accessories,a69c0be573a2ba8f96b7650dbc0bbf87,61.34,2
computers_accessories,8b4d1b3f6edcc74d027e598a572ddcae,60.99,4
electronics,f95dcd7b0926e47d0f20a9050aea2e9e,60.9,11
computers_accessories,c33a764dad4f6747f7c56115bb8d5bb7,60.9,4
computers_accessories,acd999849b296e49ab668c7e832ccb72,60.2,2
consoles_games,19a6ffd4e245a92747a693805163a60f,60,6
consoles_games,9a9524293520e3c3f20be70334f63525,60,2
electronics,6703d5fc618113f23d9749a7a05d9e3b,60,5
computers_accessories,3743820de2227103b72b029a352fb98b,60,3
computers_accessories,9ebcdd5c31b8449a7c4f89971715add2,60,2
